0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,4,4,-1,-1,-1,-1,-1,-1,13,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,-1,-1,-1,-1,-1,9,0
0,11,-1,-1,-1,-1,-1,4,4,-1,-1,0,0,0,0,0,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,-1,-1,-1,-1,-1,12,0
0,0,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,5,5,-1,-1,-1,5,5,5,-1,-1,-1,0,-1,0,0,0,0,0,0,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,13,0
0,9,-1,-1,-1,-1,2,0,0,0,0,0,0,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,-1,0,0,1,1,1,0,0,-1,-1,0,1,1,1,0
0,-1,-1,0,2,2,2,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,13,-1,-1,-1,-1,12,0,0,-1,-1,-1,-1,-1,-1,-1,-1,8,10,-1,-1,-1,0,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,-1,0,0,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,3,2,2,2,2,0,0,0,-1,-1,0
0,3,3,-1,-1,4,4,0,-1,3,-1,-1,-1,-1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,13,9,-1,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,7,7,7,7,0,-1,-1,-1,-1,0
0,1,1,1,-1,4,4,0,-1,0,0,0,0,0,0,12,-1,-1,0,-1,11,9,8,-1,-1,-1,-1,0,-1,-1,-1,8,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,5,0,7,7,7,7,0,-1,-1,0,0,0
0,13,-1,-1,-1,4,4,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,4,4,4,-1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,7,7,7,7,0,-1,-1,-1,-1,0
